;;;;;;;;;;;;;;;;;;ACR - observers;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wood FHD 5 Mbit/H265 (HEVC);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WoodXFHD5_0_1;3;3;3;3;3;3;2;2;2;2;2;2;2;3;3;3;3;3;3;2;2;3;3;3;2;3;3;2;3;3;3;2;3;3;2;3;3;3;3;2;2;2;2;3;3;2;3;3;3;2;2;3;2;2;3;3;3;3;3;3;;0.92978;91.05;2.633;0.486;18.45%;63%;;60;38
WoodXFHD5_0_2;2;3;2;2;2;2;3;3;2;2;2;3;3;3;2;3;3;3;3;2;2;2;2;2;3;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;2;3;3;2;3;3;2;2;2;2;2;3;2;2;2;2;;0.88117;90.36;2.333;0.4754;20.37%;33%;;60;20
WoodXFHD5_0_3;2;2;2;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;2;;0.88579;74.89;1.833;0.3758;20.50%;0%;;60;0
WoodXFHD5_0_5;1;1;2;2;1;2;2;2;1;2;1;1;2;1;1;2;2;2;2;1;1;2;1;1;2;2;2;2;1;1;1;1;1;2;2;2;2;2;1;2;1;2;2;2;1;2;2;2;2;1;1;2;2;1;1;1;1;2;2;1;;0.81189;62.57;1.55;0.5017;32.37%;0%;;60;0
WoodXFHD5_0_75;1;1;1;1;2;1;1;1;1;2;1;1;1;1;1;2;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;1;1;1;1;1;1;2;1;1;1;1;1;1;1;2;1;1;1;1;1;;0.70928;40.79;1.133;0.3428;30.25%;0%;;60;0
WoodXFHD5_1;1;1;1;1;1;1;1;1;1;2;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;0.63819;36.03;1.067;0.2515;23.58%;0%;;60;0
Wood HD 10 Mbit/H265 (HEVC);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WoodXHD10_0_1;2;2;2;3;2;2;3;3;2;3;2;2;2;1;1;2;1;2;2;2;2;2;3;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;2;2;2;2;2;2;2;2;2;2;2;2;;0.92668;89.56;2.083;0.4235;20.33%;13%;;60;8
WoodXHD10_0_2;2;3;2;2;2;1;2;3;2;2;1;2;3;2;3;1;2;2;1;2;2;3;2;2;2;2;1;3;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;1;2;;0.78855;79.82;2.033;0.486;23.90%;13%;;60;8
WoodXHD10_0_3   ;2;2;2;2;2;1;2;2;3;1;2;2;1;1;1;1;2;1;3;1;2;1;3;2;1;1;1;1;2;2;2;1;3;2;1;1;1;1;2;2;2;2;2;2;2;1;2;2;3;1;2;2;1;1;1;1;2;1;2;2;;0.70032;39.29;1.667;0.6289;37.73%;8%;;60;5
WoodXHD10_0_5;2;2;1;2;2;2;1;2;2;2;1;1;2;1;1;1;1;1;2;2;1;2;2;1;2;1;1;1;1;2;1;2;2;1;2;1;1;1;1;2;2;2;1;2;2;2;1;2;2;2;1;1;2;1;1;1;1;1;2;2;;0.62459;30.42;1.5;0.5042;33.61%;0%;;60;0
WoodXHD10_0_75  ;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;1;1;2;1;1;;0.39493;24.58;1.5;0.2198;20.93%;0%;;60;0
WoodXHD10_1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;;0.33301;18.32;1.5;0.2198;20.93%;0%;;60;0
Wood HD 15 Mbit/H265 (HEVC);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WoodXHD15_0_1 ;2;2;2;2;3;3;3;3;3;3;3;2;2;1;3;2;2;3;2;2;2;2;2;3;2;3;2;2;1;1;1;2;2;2;2;3;2;2;2;2;2;2;2;2;3;3;3;3;3;3;3;2;2;2;3;2;2;3;2;2;;0.90735;84.11;2.283;0.5849;25.62%;35%;;60;21
WoodXHD15_0_2;2;3;2;3;1;1;2;2;2;2;2;2;2;1;3;2;2;2;2;3;2;1;2;3;2;3;2;1;2;2;2;2;2;2;2;3;2;1;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;3;;0.8055;69.1;2.067;0.5164;24.99%;17%;;60;10
WoodXHD15_0_3;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;2;1;2;1;1;1;1;1;1;2;2;1;2;1;2;1;1;1;1;2;2;1;2;1;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;2;1;2;1;1;;0.56544;39.08;1.367;0.486;35.56%;0%;;60;0
WoodXHD15_0_5;1;1;1;2;1;1;1;1;1;1;1;2;1;1;1;1;2;2;1;1;1;1;1;1;2;2;1;2;1;1;1;1;1;1;2;2;1;2;1;1;1;1;1;2;1;1;1;1;1;1;1;2;1;1;1;1;2;2;1;1;;0.4768;30.34;1.233;0.4265;34.58%;0%;;60;0
WoodXHD15_0_75;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;;0.37591;23.55;1.067;0.2515;23.58%;0%;;60;0
WoodXHD15_1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;0.31447;18.19;1;0;0.00%;0%;;60;0
Wood HD 5 Mbit/H265 (HEVC);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WoodXHD5_0_1;3;2;2;3;2;2;2;2;3;2;2;2;3;1;2;1;1;2;2;3;2;2;2;2;3;3;3;3;3;3;3;3;3;2;2;2;3;3;2;3;3;2;2;3;2;2;2;2;3;2;2;2;3;2;3;3;2;3;2;3;;0.93915;91.58;2.367;0.5813;24.56%;42%;;60;25
WoodXHD5_0_2        ;2;2;2;2;2;2;2;3;3;3;3;3;3;3;3;2;2;2;2;2;2;1;1;3;3;3;2;2;2;2;2;2;2;3;3;3;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;3;3;3;2;2;2;2;2;;0.92906;90.01;2.333;0.542;23.23%;37%;;60;22
WoodXHD5_0_3;2;3;3;2;2;1;3;3;2;2;1;2;3;3;2;2;3;2;2;2;2;2;2;2;2;2;2;3;3;3;2;2;2;2;2;2;2;3;3;3;2;3;3;2;2;2;2;2;2;2;1;2;3;3;2;2;3;2;2;2;;0.85686;77.61;2.25;0.5407;24.03%;30%;;60;18
WoodXHD5_0_5;2;2;1;1;2;1;2;2;1;2;1;3;2;2;1;1;1;2;2;1;2;1;2;2;1;2;1;2;1;2;2;1;2;2;1;2;1;2;1;2;2;2;1;1;2;1;2;2;1;2;1;2;2;2;1;1;1;2;2;1;;0.73221;65.06;1.583;0.5302;33.48%;2%;;60;1
WoodXHD5_0_75;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;2;2;1;1;1;2;1;1;2;2;1;1;1;1;1;2;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;2;2;1;1;1;;0.55534;40.07;1.267;0.4459;35.21%;0%;;60;0
WoodXHD5_1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;0.34578;20.7;1;0;0.00%;0%;;60;0
Wood UHD 10 Mbit/H265 (HEVC);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WoodXUHD10_0_1   ;2;2;3;3;3;3;3;3;3;2;3;2;2;2;2;3;2;3;3;2;2;2;2;2;2;3;3;3;3;3;2;2;2;2;2;3;2;2;2;2;2;2;2;2;3;3;2;3;3;2;3;3;3;3;2;3;2;3;3;2;;0.89777;89.07;2.467;0.5031;20.40%;47%;;60;28
WoodXUHD10_0_2;3;1;2;2;3;3;2;3;3;3;2;3;3;3;2;2;2;3;3;2;2;2;2;2;3;3;2;2;2;2;2;2;2;2;3;3;3;3;3;3;2;2;2;3;3;3;3;3;3;3;2;2;2;2;2;2;2;3;3;2;;0.89419;88.46;2.45;0.5344;21.81%;47%;;60;28
WoodXUHD10_0_3 ;1;1;1;1;3;3;2;3;3;1;3;2;2;2;1;2;2;3;2;2;1;1;2;2;2;1;2;2;2;2;1;1;2;2;2;1;2;1;2;2;1;2;2;1;3;3;2;3;2;2;2;2;2;2;2;2;2;2;2;2;;0.84844;82.67;1.9;0.6298;33.15%;15%;;60;9
WoodXUHD10_0_5;2;2;2;1;2;2;1;1;1;2;1;2;1;1;2;2;2;2;2;1;1;1;2;1;1;1;2;1;1;1;1;1;2;1;1;1;2;1;1;1;2;2;2;1;2;2;1;1;1;2;1;2;1;1;2;2;2;2;2;1;;0.75182;72.24;1.467;0.5031;34.30%;0%;;60;0
WoodXUHD10_0_75;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;;0.62396;59;1.5;0.2198;20.93%;0%;;60;0
WoodXUHD10_1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;0.59166;55.35;1.033;0.181;17.52%;0%;;60;0
Wood UHD 15 Mbit/H265 (HEVC);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WoodXUHD15_0_1;3;2;2;2;2;2;2;2;2;3;2;2;3;2;3;3;3;3;3;3;3;3;3;2;3;2;2;2;3;2;3;3;3;2;3;2;2;2;3;2;3;2;2;2;2;2;2;2;2;3;2;2;3;2;3;2;3;3;3;3;;0.83729;85.11;2.45;0.5017;20.48%;45%;;60;27
WoodXUHD15_0_2;2;3;2;2;3;3;2;2;2;2;2;2;2;2;2;1;2;2;2;3;2;2;2;2;3;2;2;3;3;2;2;2;2;2;3;2;2;3;3;2;2;3;2;2;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;3;;0.76016;77.58;2.217;0.4544;20.50%;23%;;60;14
WoodXUHD15_0_3;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;1;2;1;1;2;1;2;2;1;3;2;2;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;1;2;;0.71494;53.08;1.8;0.4434;24.63%;2%;;60;1
WoodXUHD15_0_5;2;1;1;1;1;1;1;1;1;1;1;2;1;2;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;2;1;2;1;2;2;1;1;1;;0.47204;34.33;1.2;0.4034;33.61%;0%;;60;0
WoodXUHD15_0_75;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;;0.42121;34.33;1.033;0.181;17.52%;0%;;60;0
WoodXUHD15_1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;0.36162;26.47;1.033;0.181;17.52%;0%;;60;0
Wood UHD 5 Mbit/H265 (HEVC);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WoodXUHD5_0_1;4;3;3;3;3;3;2;2;2;2;3;3;3;3;3;3;2;2;2;3;4;4;3;2;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;3;3;3;3;3;3;2;2;2;3;;0.91172;89.97;2.817;0.5039;17.89%;77%;;60;46
WoodXUHD5_0_2;3;2;2;2;3;2;3;3;3;3;2;2;3;3;2;3;2;3;2;2;3;2;3;2;2;2;2;3;2;3;3;2;3;2;2;2;2;3;2;3;3;2;2;2;3;2;3;3;3;3;2;2;3;3;2;3;2;3;2;2;;0.90998;89.8;2.467;0.5031;20.40%;47%;;60;28
WoodXUHD5_0_3;2;3;3;3;2;2;2;3;2;3;2;2;3;2;2;1;1;2;3;3;2;3;3;2;2;3;2;3;2;3;2;3;3;2;2;3;2;3;2;3;2;3;3;3;2;2;2;3;2;2;2;2;3;2;2;2;2;2;2;3;;0.86665;85.03;2.367;0.5513;23.30%;40%;;60;24
WoodXUHD5_0_5;2;3;2;2;2;2;2;2;2;2;2;3;2;2;2;3;1;2;2;3;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;;0.72004;71.95;2.5;0.3873;18.89%;10%;;60;6
WoodXUHD5_0_75 ;1;2;2;2;1;2;1;1;2;2;2;2;1;1;2;2;1;1;2;2;2;2;2;2;3;2;1;3;1;1;2;2;2;2;2;2;2;1;1;1;1;2;2;2;1;2;1;1;2;2;2;2;1;1;2;2;1;1;2;2;;0.65369;63.59;1.667;0.542;32.52%;3%;;60;2
WoodXUHD5_1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;;0.63888;59.72;1.1;0.3025;27.50%;0%;;60;0
